score,city,date,measurement_kind,unit,unique_accounts,signal_count,trade_rows,active_position_rows,active_value_usdc,trade_usdc,top_temperatures,market_type_counts,side_counts,top_handles
290.44,Seoul,April 23,highest,C,11,46,39,7,144.37,0.0,"[{""label"": ""23C or higher"", ""count"": 17}, {""label"": ""22C"", ""count"": 14}, {""label"": ""20C"", ""count"": 6}, {""label"": ""21C"", ""count"": 4}, {""label"": ""15C"", ""count"": 2}, {""label"": ""19C"", ""count"": 1}, {""label"": ""18C"", ""count"": 1}, {""label"": ""17C"", ""count"": 1}]","{""exact_value"": 29, ""threshold_high"": 17}","{""BUY"": 28, ""SELL"": 11, ""YES"": 5, ""NO"": 2}","[{""handle"": ""FohnHairdryer"", ""count"": 14}, {""handle"": ""smallyua"", ""count"": 7}, {""handle"": ""kamikazetrading"", ""count"": 6}, {""handle"": ""Maskache2"", ""count"": 6}, {""handle"": ""huskyvs"", ""count"": 3}, {""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 2}, {""handle"": ""neophyt"", ""count"": 2}, {""handle"": ""Mr.Z."", ""count"": 2}]"
288.65,Milan,April 23,highest,C,12,32,23,9,64.66,0.0,"[{""label"": ""22C"", ""count"": 10}, {""label"": ""23C"", ""count"": 10}, {""label"": ""20C"", ""count"": 5}, {""label"": ""21C"", ""count"": 4}, {""label"": ""19C"", ""count"": 2}, {""label"": ""24C"", ""count"": 1}]","{""exact_value"": 32}","{""BUY"": 13, ""SELL"": 10, ""YES"": 7, ""NO"": 2}","[{""handle"": ""poligami"", ""count"": 5}, {""handle"": ""smallyua"", ""count"": 5}, {""handle"": ""Maskache2"", ""count"": 4}, {""handle"": ""Walter-Weather"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 3}, {""handle"": ""hkooooo"", ""count"": 3}, {""handle"": ""neophyt"", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 2}]"
284.96,Paris,April 23,highest,C,12,29,23,6,145.7,0.0,"[{""label"": ""21C"", ""count"": 18}, {""label"": ""23C"", ""count"": 4}, {""label"": ""22C"", ""count"": 4}, {""label"": ""20C"", ""count"": 1}, {""label"": ""19C"", ""count"": 1}, {""label"": ""25C or higher"", ""count"": 1}]","{""exact_value"": 28, ""threshold_high"": 1}","{""SELL"": 13, ""BUY"": 10, ""YES"": 5, ""NO"": 1}","[{""handle"": ""hkooooo"", ""count"": 8}, {""handle"": ""syacxxa"", ""count"": 3}, {""handle"": ""Walter-Weather"", ""count"": 3}, {""handle"": ""Lex-tang"", ""count"": 3}, {""handle"": ""Alrescha-114"", ""count"": 3}, {""handle"": ""neophyt"", ""count"": 2}, {""handle"": ""Mr.Z."", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 1}]"
279.79,Hong Kong,April 24,highest,C,11,30,2,28,1478.68,0.0,"[{""label"": ""23C"", ""count"": 6}, {""label"": ""22C"", ""count"": 4}, {""label"": ""21C"", ""count"": 3}, {""label"": ""20C"", ""count"": 3}, {""label"": ""27C"", ""count"": 3}, {""label"": ""28C or higher"", ""count"": 3}, {""label"": ""24C"", ""count"": 2}, {""label"": ""26C"", ""count"": 2}]","{""exact_value"": 26, ""threshold_high"": 3, ""threshold_low"": 1}","{""YES"": 18, ""NO"": 10, ""SELL"": 1, ""BUY"": 1}","[{""handle"": ""jeffkatsu"", ""count"": 10}, {""handle"": ""ruth777"", ""count"": 4}, {""handle"": ""Wistesty"", ""count"": 4}, {""handle"": ""heimaokuaipao"", ""count"": 2}, {""handle"": ""punch-the-macaque"", ""count"": 2}, {""handle"": ""Poligarch"", ""count"": 2}, {""handle"": ""Kaiji-"", ""count"": 2}, {""handle"": ""Lex-tang"", ""count"": 1}]"
277.35,Shanghai,April 22,highest,C,11,38,34,4,35.04,0.0,"[{""label"": ""17C"", ""count"": 27}, {""label"": ""19C"", ""count"": 7}, {""label"": ""20C or higher"", ""count"": 2}, {""label"": ""18C"", ""count"": 1}, {""label"": ""14C"", ""count"": 1}]","{""exact_value"": 36, ""threshold_high"": 2}","{""BUY"": 22, ""SELL"": 12, ""YES"": 3, ""NO"": 1}","[{""handle"": ""hkooooo"", ""count"": 21}, {""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 5}, {""handle"": ""cyberkurajber"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 1}, {""handle"": ""Lex-tang"", ""count"": 1}, {""handle"": ""FohnHairdryer"", ""count"": 1}, {""handle"": ""neophyt"", ""count"": 1}, {""handle"": ""heimaokuaipao"", ""count"": 1}]"
277.25,Munich,April 27,highest,C,9,46,24,22,2825.09,0.0,"[{""label"": ""18C"", ""count"": 13}, {""label"": ""17C"", ""count"": 10}, {""label"": ""14C"", ""count"": 5}, {""label"": ""16C"", ""count"": 4}, {""label"": ""20C"", ""count"": 4}, {""label"": ""21C"", ""count"": 4}, {""label"": ""15C"", ""count"": 2}, {""label"": ""13C"", ""count"": 2}]","{""exact_value"": 45, ""threshold_high"": 1}","{""BUY"": 23, ""YES"": 11, ""NO"": 11, ""SELL"": 1}","[{""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 20}, {""handle"": ""ruth777"", ""count"": 9}, {""handle"": ""Wistesty"", ""count"": 6}, {""handle"": ""0x2048"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""Mr.Z."", ""count"": 2}, {""handle"": ""tinylonglong"", ""count"": 2}, {""handle"": ""oleksiyz"", ""count"": 1}]"
276.76,Istanbul,April 26,highest,C,10,26,6,20,3776.22,0.0,"[{""label"": ""22C or higher"", ""count"": 7}, {""label"": ""20C"", ""count"": 4}, {""label"": ""21C"", ""count"": 3}, {""label"": ""19C"", ""count"": 3}, {""label"": ""18C"", ""count"": 3}, {""label"": ""12C or below"", ""count"": 3}, {""label"": ""17C"", ""count"": 2}, {""label"": ""16C"", ""count"": 1}]","{""exact_value"": 16, ""threshold_high"": 7, ""threshold_low"": 3}","{""NO"": 13, ""YES"": 7, ""BUY"": 5, ""SELL"": 1}","[{""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 7}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""tianqizhishen"", ""count"": 4}, {""handle"": ""airlorgedr"", ""count"": 3}, {""handle"": ""Jiuzhou"", ""count"": 2}, {""handle"": ""0x2048"", ""count"": 2}, {""handle"": ""Poligarch"", ""count"": 1}, {""handle"": ""PaulaLolik"", ""count"": 1}]"
275.13,London,March 23,highest,C,12,22,5,17,213.04,0.0,"[{""label"": ""14C"", ""count"": 10}, {""label"": ""15C"", ""count"": 5}, {""label"": ""16C"", ""count"": 2}, {""label"": ""18C"", ""count"": 2}, {""label"": ""19C or higher"", ""count"": 2}, {""label"": ""13C"", ""count"": 1}]","{""exact_value"": 20, ""threshold_high"": 2}","{""YES"": 15, ""SELL"": 4, ""NO"": 2, ""BUY"": 1}","[{""handle"": ""syacxxa"", ""count"": 4}, {""handle"": ""poligami"", ""count"": 4}, {""handle"": ""mjf02"", ""count"": 3}, {""handle"": ""Walter-Weather"", ""count"": 2}, {""handle"": ""Lmaccoinz"", ""count"": 2}, {""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 1}, {""handle"": ""Railbird"", ""count"": 1}, {""handle"": ""huskyvs"", ""count"": 1}]"
269.27,London,March 4,highest,C,11,31,13,18,276.85,0.0,"[{""label"": ""12C or below"", ""count"": 13}, {""label"": ""17C"", ""count"": 4}, {""label"": ""14C"", ""count"": 4}, {""label"": ""16C"", ""count"": 4}, {""label"": ""15C"", ""count"": 3}, {""label"": ""13C"", ""count"": 2}, {""label"": ""18C"", ""count"": 1}]","{""exact_value"": 18, ""threshold_low"": 13}","{""YES"": 15, ""SELL"": 10, ""NO"": 3, ""BUY"": 3}","[{""handle"": ""syacxxa"", ""count"": 10}, {""handle"": ""daasw"", ""count"": 4}, {""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 3}, {""handle"": ""0x77266604E63f5cAF08D19CaEBae0C563ce64aEE"", ""count"": 3}, {""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 3}, {""handle"": ""Walter-Weather"", ""count"": 2}, {""handle"": ""Andyminvest"", ""count"": 2}, {""handle"": ""Railbird"", ""count"": 1}]"
268.64,Seattle,April 26,highest,F,11,29,13,16,513.74,0.0,"[{""label"": ""64F or higher"", ""count"": 10}, {""label"": ""62-63F"", ""count"": 6}, {""label"": ""60-61F"", ""count"": 3}, {""label"": ""48-49F"", ""count"": 3}, {""label"": ""58-59F"", ""count"": 2}, {""label"": ""46-47F"", ""count"": 2}, {""label"": ""45F or below"", ""count"": 2}, {""label"": ""54-55F"", ""count"": 1}]","{""exact_range"": 17, ""threshold_high"": 10, ""threshold_low"": 2}","{""NO"": 9, ""BUY"": 8, ""YES"": 7, ""SELL"": 5}","[{""handle"": ""airlorgedr"", ""count"": 6}, {""handle"": ""tinylonglong"", ""count"": 6}, {""handle"": ""Poligarch"", ""count"": 3}, {""handle"": ""Railbird"", ""count"": 2}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 2}, {""handle"": ""Mr.Z."", ""count"": 2}, {""handle"": ""Andyminvest"", ""count"": 2}]"
268.63,Guangzhou,April 26,highest,C,11,24,6,18,1262.8,0.0,"[{""label"": ""29C"", ""count"": 6}, {""label"": ""32C"", ""count"": 5}, {""label"": ""31C"", ""count"": 5}, {""label"": ""36C or higher"", ""count"": 3}, {""label"": ""28C"", ""count"": 2}, {""label"": ""27C"", ""count"": 1}, {""label"": ""26C or below"", ""count"": 1}, {""label"": ""30C"", ""count"": 1}]","{""exact_value"": 20, ""threshold_high"": 3, ""threshold_low"": 1}","{""NO"": 14, ""BUY"": 6, ""YES"": 4}","[{""handle"": ""PaulaLolik"", ""count"": 6}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 3}, {""handle"": ""airlorgedr"", ""count"": 3}, {""handle"": ""Jiuzhou"", ""count"": 2}, {""handle"": ""dpnd"", ""count"": 1}, {""handle"": ""Poligarch"", ""count"": 1}, {""handle"": ""0x2048"", ""count"": 1}]"
267.52,Madrid,April 21,highest,C,11,31,27,4,101.72,0.0,"[{""label"": ""29C"", ""count"": 8}, {""label"": ""26C"", ""count"": 5}, {""label"": ""27C"", ""count"": 5}, {""label"": ""30C"", ""count"": 4}, {""label"": ""28C"", ""count"": 3}, {""label"": ""25C"", ""count"": 3}, {""label"": ""32C or higher"", ""count"": 1}, {""label"": ""31C"", ""count"": 1}]","{""exact_value"": 30, ""threshold_high"": 1}","{""BUY"": 21, ""SELL"": 6, ""YES"": 3, ""NO"": 1}","[{""handle"": ""huskyvs"", ""count"": 8}, {""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 6}, {""handle"": ""cyberkurajber"", ""count"": 5}, {""handle"": ""Walter-Weather"", ""count"": 2}, {""handle"": ""neophyt"", ""count"": 2}, {""handle"": ""0x2048"", ""count"": 2}, {""handle"": ""Wistesty"", ""count"": 2}, {""handle"": ""dpnd"", ""count"": 1}]"
266.25,Seoul,April 27,highest,C,9,41,18,23,2475.04,0.0,"[{""label"": ""15C"", ""count"": 13}, {""label"": ""23C or higher"", ""count"": 5}, {""label"": ""16C"", ""count"": 5}, {""label"": ""17C"", ""count"": 3}, {""label"": ""18C"", ""count"": 3}, {""label"": ""13C or below"", ""count"": 3}, {""label"": ""19C"", ""count"": 3}, {""label"": ""14C"", ""count"": 2}]","{""exact_value"": 33, ""threshold_high"": 5, ""threshold_low"": 3}","{""BUY"": 18, ""NO"": 16, ""YES"": 7}","[{""handle"": ""ruth777"", ""count"": 13}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 12}, {""handle"": ""tianqizhishen"", ""count"": 4}, {""handle"": ""Mr.Z."", ""count"": 3}, {""handle"": ""airlorgedr"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""FohnHairdryer"", ""count"": 2}, {""handle"": ""0x2048"", ""count"": 1}]"
264.4,Toronto,April 26,highest,C,11,26,9,17,539.8,0.0,"[{""label"": ""14C"", ""count"": 6}, {""label"": ""16C"", ""count"": 6}, {""label"": ""13C"", ""count"": 4}, {""label"": ""17C"", ""count"": 2}, {""label"": ""11C"", ""count"": 2}, {""label"": ""15C"", ""count"": 2}, {""label"": ""12C"", ""count"": 1}, {""label"": ""18C or higher"", ""count"": 1}]","{""exact_value"": 25, ""threshold_high"": 1}","{""NO"": 11, ""BUY"": 9, ""YES"": 6}","[{""handle"": ""PaulaLolik"", ""count"": 7}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 5}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""0x2048"", ""count"": 2}, {""handle"": ""Kaiji-"", ""count"": 2}, {""handle"": ""Railbird"", ""count"": 1}, {""handle"": ""oleksiyz"", ""count"": 1}, {""handle"": ""Poligarch"", ""count"": 1}]"
261.09,Ankara,April 27,highest,C,11,24,9,15,509.21,0.0,"[{""label"": ""19C"", ""count"": 8}, {""label"": ""18C"", ""count"": 4}, {""label"": ""21C"", ""count"": 3}, {""label"": ""17C"", ""count"": 3}, {""label"": ""20C"", ""count"": 1}, {""label"": ""14C"", ""count"": 1}, {""label"": ""13C or below"", ""count"": 1}, {""label"": ""23C or higher"", ""count"": 1}]","{""exact_value"": 22, ""threshold_low"": 1, ""threshold_high"": 1}","{""NO"": 9, ""BUY"": 9, ""YES"": 6}","[{""handle"": ""ruth777"", ""count"": 10}, {""handle"": ""0x2048"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""Lex-tang"", ""count"": 2}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 1}, {""handle"": ""oleksiyz"", ""count"": 1}, {""handle"": ""Mr.Z."", ""count"": 1}, {""handle"": ""tianqizhishen"", ""count"": 1}]"
258.54,Amsterdam,April 26,highest,C,11,23,4,19,403.58,0.0,"[{""label"": ""14C"", ""count"": 8}, {""label"": ""15C"", ""count"": 8}, {""label"": ""16C"", ""count"": 3}, {""label"": ""12C"", ""count"": 3}, {""label"": ""19C or higher"", ""count"": 1}]","{""exact_value"": 22, ""threshold_high"": 1}","{""NO"": 11, ""YES"": 8, ""BUY"": 3, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 7}, {""handle"": ""tinylonglong"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 2}, {""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 2}, {""handle"": ""hgmr2"", ""count"": 2}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 1}, {""handle"": ""heimaokuaipao"", ""count"": 1}]"
257.92,Madrid,April 24,highest,C,10,38,31,7,92.27,0.0,"[{""label"": ""21C"", ""count"": 14}, {""label"": ""22C"", ""count"": 12}, {""label"": ""19C"", ""count"": 3}, {""label"": ""23C"", ""count"": 3}, {""label"": ""20C"", ""count"": 2}, {""label"": ""18C or below"", ""count"": 2}, {""label"": ""25C"", ""count"": 1}, {""label"": ""24C"", ""count"": 1}]","{""exact_value"": 36, ""threshold_low"": 2}","{""BUY"": 19, ""SELL"": 12, ""YES"": 4, ""NO"": 3}","[{""handle"": ""heimaokuaipao"", ""count"": 11}, {""handle"": ""cyberkurajber"", ""count"": 5}, {""handle"": ""smallyua"", ""count"": 5}, {""handle"": ""Maskache2"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""neophyt"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""0x2048"", ""count"": 2}]"
256.57,London,April 21,highest,C,9,50,43,7,156.51,0.0,"[{""label"": ""12C"", ""count"": 17}, {""label"": ""14C"", ""count"": 13}, {""label"": ""13C"", ""count"": 12}, {""label"": ""15C"", ""count"": 6}, {""label"": ""11C"", ""count"": 1}, {""label"": ""16C"", ""count"": 1}]","{""exact_value"": 50}","{""BUY"": 34, ""SELL"": 9, ""YES"": 6, ""NO"": 1}","[{""handle"": ""poligami"", ""count"": 20}, {""handle"": ""Walter-Weather"", ""count"": 15}, {""handle"": ""sdgoppa"", ""count"": 5}, {""handle"": ""syacxxa"", ""count"": 3}, {""handle"": ""huskyvs"", ""count"": 2}, {""handle"": ""cyberkurajber"", ""count"": 2}, {""handle"": ""punch-the-macaque"", ""count"": 1}, {""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
253.26,Wellington,April 25,highest,C,10,35,25,10,76.16,0.0,"[{""label"": ""15C"", ""count"": 16}, {""label"": ""16C"", ""count"": 8}, {""label"": ""17C"", ""count"": 6}, {""label"": ""18C"", ""count"": 4}, {""label"": ""19C or higher"", ""count"": 1}]","{""exact_value"": 34, ""threshold_high"": 1}","{""BUY"": 18, ""YES"": 8, ""SELL"": 7, ""NO"": 2}","[{""handle"": ""smallyua"", ""count"": 10}, {""handle"": ""Maskache2"", ""count"": 6}, {""handle"": ""newbees"", ""count"": 4}, {""handle"": ""Alrescha-114"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 3}, {""handle"": ""huskyvs"", ""count"": 2}, {""handle"": ""neophyt"", ""count"": 2}, {""handle"": ""cyberkurajber"", ""count"": 2}]"
252.71,Buenos Aires,April 26,highest,C,10,31,6,25,620.65,0.0,"[{""label"": ""15C"", ""count"": 9}, {""label"": ""16C"", ""count"": 8}, {""label"": ""18C"", ""count"": 4}, {""label"": ""17C"", ""count"": 3}, {""label"": ""19C"", ""count"": 2}, {""label"": ""20C or higher"", ""count"": 2}, {""label"": ""13C"", ""count"": 1}, {""label"": ""14C"", ""count"": 1}]","{""exact_value"": 29, ""threshold_high"": 2}","{""NO"": 18, ""YES"": 7, ""BUY"": 6}","[{""handle"": ""PaulaLolik"", ""count"": 9}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 4}, {""handle"": ""hgmr2"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 2}, {""handle"": ""oleksiyz"", ""count"": 2}, {""handle"": ""0x2048"", ""count"": 2}]"
251.6,Moscow,April 24,highest,C,9,47,40,7,109.88,0.0,"[{""label"": ""4C"", ""count"": 17}, {""label"": ""5C"", ""count"": 9}, {""label"": ""6C"", ""count"": 9}, {""label"": ""7C"", ""count"": 9}, {""label"": ""8C or higher"", ""count"": 2}, {""label"": ""3C"", ""count"": 1}]","{""exact_value"": 45, ""threshold_high"": 2}","{""BUY"": 34, ""SELL"": 6, ""YES"": 6, ""NO"": 1}","[{""handle"": ""ColdMath"", ""count"": 23}, {""handle"": ""heimaokuaipao"", ""count"": 5}, {""handle"": ""Andyminvest"", ""count"": 5}, {""handle"": ""newbees"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 3}, {""handle"": ""punch-the-macaque"", ""count"": 1}, {""handle"": ""cyberkurajber"", ""count"": 1}]"
250.7,Manila,April 26,highest,C,10,32,10,22,270.28,0.0,"[{""label"": ""36C"", ""count"": 5}, {""label"": ""35C"", ""count"": 5}, {""label"": ""33C"", ""count"": 4}, {""label"": ""38C"", ""count"": 3}, {""label"": ""34C"", ""count"": 3}, {""label"": ""37C"", ""count"": 3}, {""label"": ""30C or below"", ""count"": 3}, {""label"": ""40C or higher"", ""count"": 3}]","{""exact_value"": 26, ""threshold_low"": 3, ""threshold_high"": 3}","{""NO"": 13, ""YES"": 9, ""BUY"": 9, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 8}, {""handle"": ""Jiuzhou"", ""count"": 6}, {""handle"": ""airlorgedr"", ""count"": 6}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 5}, {""handle"": ""0x2048"", ""count"": 2}, {""handle"": ""dpnd"", ""count"": 1}, {""handle"": ""StayFreshCheeseBags"", ""count"": 1}, {""handle"": ""cyberkurajber"", ""count"": 1}]"
248.75,Sao Paulo,April 26,highest,C,10,30,7,23,374.74,0.0,"[{""label"": ""31C"", ""count"": 9}, {""label"": ""30C"", ""count"": 6}, {""label"": ""27C"", ""count"": 4}, {""label"": ""29C"", ""count"": 3}, {""label"": ""28C"", ""count"": 2}, {""label"": ""35C or higher"", ""count"": 2}, {""label"": ""32C"", ""count"": 1}, {""label"": ""33C"", ""count"": 1}]","{""exact_value"": 27, ""threshold_high"": 2, ""threshold_low"": 1}","{""NO"": 13, ""YES"": 10, ""BUY"": 7}","[{""handle"": ""PaulaLolik"", ""count"": 8}, {""handle"": ""neophyt"", ""count"": 5}, {""handle"": ""oleksiyz"", ""count"": 3}, {""handle"": ""Wistesty"", ""count"": 3}, {""handle"": ""Lex-tang"", ""count"": 2}, {""handle"": ""Mr.Z."", ""count"": 2}, {""handle"": ""airlorgedr"", ""count"": 2}, {""handle"": ""Kaiji-"", ""count"": 2}]"
248.19,Los Angeles,April 26,highest,F,11,17,4,13,269.27,0.0,"[{""label"": ""64-65F"", ""count"": 10}, {""label"": ""66-67F"", ""count"": 2}, {""label"": ""62-63F"", ""count"": 2}, {""label"": ""70-71F"", ""count"": 1}, {""label"": ""60-61F"", ""count"": 1}, {""label"": ""74F or higher"", ""count"": 1}]","{""exact_range"": 16, ""threshold_high"": 1}","{""NO"": 8, ""YES"": 5, ""BUY"": 4}","[{""handle"": ""Poligarch"", ""count"": 3}, {""handle"": ""PaulaLolik"", ""count"": 3}, {""handle"": ""Railbird"", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 2}, {""handle"": ""dpnd"", ""count"": 1}, {""handle"": ""oleksiyz"", ""count"": 1}, {""handle"": ""Lex-tang"", ""count"": 1}, {""handle"": ""Mr.Z."", ""count"": 1}]"
247.42,Dallas,April 25,highest,F,11,16,3,13,341.89,0.0,"[{""label"": ""84F or higher"", ""count"": 11}, {""label"": ""82-83F"", ""count"": 3}, {""label"": ""80-81F"", ""count"": 2}]","{""threshold_high"": 11, ""exact_range"": 5}","{""YES"": 8, ""NO"": 5, ""SELL"": 2, ""BUY"": 1}","[{""handle"": ""patrickbro-wn"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""0x2048"", ""count"": 2}, {""handle"": ""ColdMath"", ""count"": 1}, {""handle"": ""StayFreshCheeseBags"", ""count"": 1}, {""handle"": ""738925"", ""count"": 1}, {""handle"": ""Poligarch"", ""count"": 1}, {""handle"": ""Mr.Z."", ""count"": 1}]"
247.19,Munich,April 21,highest,C,9,44,34,10,119.02,0.0,"[{""label"": ""9C"", ""count"": 11}, {""label"": ""8C"", ""count"": 10}, {""label"": ""11C"", ""count"": 8}, {""label"": ""10C"", ""count"": 6}, {""label"": ""13C"", ""count"": 3}, {""label"": ""14C or higher"", ""count"": 3}, {""label"": ""12C"", ""count"": 2}, {""label"": ""7C"", ""count"": 1}]","{""exact_value"": 41, ""threshold_high"": 3}","{""BUY"": 29, ""YES"": 9, ""SELL"": 5, ""NO"": 1}","[{""handle"": ""poligami"", ""count"": 13}, {""handle"": ""sdgoppa"", ""count"": 11}, {""handle"": ""Walter-Weather"", ""count"": 7}, {""handle"": ""syacxxa"", ""count"": 5}, {""handle"": ""huskyvs"", ""count"": 3}, {""handle"": ""Lex-tang"", ""count"": 2}, {""handle"": ""punch-the-macaque"", ""count"": 1}, {""handle"": ""cyberkurajber"", ""count"": 1}]"
245.99,New York City,April 27,highest,F,10,25,8,17,848.76,0.0,"[{""label"": ""60-61F"", ""count"": 7}, {""label"": ""66-67F"", ""count"": 5}, {""label"": ""62-63F"", ""count"": 3}, {""label"": ""55F or below"", ""count"": 3}, {""label"": ""68-69F"", ""count"": 2}, {""label"": ""72-73F"", ""count"": 2}, {""label"": ""64-65F"", ""count"": 2}, {""label"": ""74F or higher"", ""count"": 1}]","{""exact_range"": 21, ""threshold_low"": 3, ""threshold_high"": 1}","{""NO"": 11, ""BUY"": 8, ""YES"": 6}","[{""handle"": ""ruth777"", ""count"": 9}, {""handle"": ""0x2048"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 2}, {""handle"": ""oleksiyz"", ""count"": 2}, {""handle"": ""airlorgedr"", ""count"": 2}, {""handle"": ""Mr.Z."", ""count"": 1}, {""handle"": ""Wistesty"", ""count"": 1}]"
244.66,Atlanta,April 26,highest,F,10,26,7,19,565.53,0.0,"[{""label"": ""84-85F"", ""count"": 7}, {""label"": ""78-79F"", ""count"": 4}, {""label"": ""80-81F"", ""count"": 4}, {""label"": ""82-83F"", ""count"": 4}, {""label"": ""76-77F"", ""count"": 4}, {""label"": ""74-75F"", ""count"": 1}, {""label"": ""90-91F"", ""count"": 1}, {""label"": ""73F or below"", ""count"": 1}]","{""exact_range"": 25, ""threshold_low"": 1}","{""YES"": 10, ""NO"": 9, ""BUY"": 7}","[{""handle"": ""PaulaLolik"", ""count"": 6}, {""handle"": ""heimaokuaipao"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""0x2048"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""tinylonglong"", ""count"": 2}, {""handle"": ""oleksiyz"", ""count"": 1}, {""handle"": ""Poligarch"", ""count"": 1}]"
243.57,Ankara,April 24,highest,C,10,28,14,14,156.98,0.0,"[{""label"": ""15C"", ""count"": 6}, {""label"": ""14C"", ""count"": 6}, {""label"": ""13C"", ""count"": 5}, {""label"": ""11C"", ""count"": 4}, {""label"": ""16C or higher"", ""count"": 3}, {""label"": ""12C"", ""count"": 2}, {""label"": ""6C or below"", ""count"": 1}, {""label"": ""10C"", ""count"": 1}]","{""exact_value"": 24, ""threshold_high"": 3, ""threshold_low"": 1}","{""YES"": 13, ""BUY"": 10, ""SELL"": 4, ""NO"": 1}","[{""handle"": ""Maskache2"", ""count"": 5}, {""handle"": ""FohnHairdryer"", ""count"": 5}, {""handle"": ""newbees"", ""count"": 4}, {""handle"": ""Lex-tang"", ""count"": 3}, {""handle"": ""heimaokuaipao"", ""count"": 3}, {""handle"": ""cyberkurajber"", ""count"": 3}, {""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 2}, {""handle"": ""huskyvs"", ""count"": 1}]"
